1/1	130 out of 550,000 or so reported having a stroke in 3 weeks (NONE fatal), a small percentage of 1 %....none of which can be directly tied to anything. Guess what ? About 1/4 of everyone over 65 (137,000 +) will eventually have a stroke. Put half a million seniors together and you will see strokes, heart attacks, cancers, accidents , suicides etc over a certain time period.
1/1	13k idiots (downvoted) who dont wanna take vaccine. Natural selection. Let the people who wanna be safe. Don’t take it. More for the smarter people.
0/0	14 obvious crucial questions about the Covid vaccines “They” originally promised the only way back to “normal” was a vaccine for coronavirus. “They” obviously lied. Fri Jan 29, 2021 - 8:26 pm EST January 29, 2021 (LifeSiteNews) - According to the government... If I get vaccinated: 1.- Can I stop wearing the mask? Government Response - No 2.- Can they reopen restaurants, pubs, bars etc and everyone work normally? Government Response - No 3.- Will I be resistant to covid? Government Response - Maybe, but we don't know exactly, it probably won't stop you getting it 4.- At least I won't be contagious to others anymore? Government Response - No you can still pass it on, possibly, nobody knows. 5.- If we vaccinate all children, will school resume normally? Government Response - No 6.- If I am vaccinated, can I stop social distancing? Government Response - No 7.- If I am vaccinated, can I stop disinfecting my hands? Government Response - No 8.- If I vaccinate myself and my grandfather, can we hug each other? Government Response - No 9.- Will cinemas, theatres and stadiums be reopened thanks to vaccines? Government Response - No 10.- Will the vaccinated be able to gather? Government Response - No 11.- What is the real benefit of vaccination? Government Response - The virus won't kill you. 12.- Are you sure it won't kill me? Government Response - No 13.- If statistically the virus won't kill me anyway ... Why would I get vaccinated?" Government Response - To protect others. 14.- So if I get vaccinated, the others are 100% sure I'm not infecting them? Government Response - No So to summarize, the Covid19 vaccine... Does not give immunity. Does not eliminate the virus. Does not prevent death. Does not guarantee you won’t get it. Does not prevent you from getting it. Does not stop you passing it on Does not eliminate the need for travel bans. Does not eliminate the need for business closures. Does not eliminate the need for lockdowns. Does not eliminate the need for masking. So...what is it actually doing? You haven’t forgotten that “they” originally promised the only way back to “normal” was a vaccine for coronavirus. “They” obviously lied. In addition, a number of prominent leaders have lately been insisting there will be no return to normal. They are now very open about saying that everything has permanently changed to a “new normal.” Klaus Schwab – founder of the World Economic Forum – makes it very clear in this excerpt from a talk by him. Everything that we are going through right now, including very dangerous, catastrophic lockdowns, will remain with us forever. Dr. Simone Gold talk below) that are not allowed to be used, is their excuse for this dramatic, imposed change on the entire world population for a virus and for the large majority of the population. Their supposed solution of the “experimental” covid vaccine, as you can see from the above list, is not really a medical solution at all. It is not only not effective, it is increasingly looking to be unusually dangerous for an alleged “vaccine”, which it is not. Dr. Gold has recently given one of the best talks to date on the virus and dangers of the “experimental” vaccines. Everyone should watch this talk. It should be promoted around the world. So, again, what is the real purpose of these vaccines? They have already told us – control of everyone to impose a New World Order/4th Industrial Revolution. We will all be required to have a vaccine passport or digital proof of vaccine, just as in Communist China, in order to enjoy already God-given rights and freedoms. Democracy and national sovereignty will be taken away and replaced by rule by a small, very powerful and wealthy elite. Everyone needs to stop watching all television and newspaper news and actively organize to oppose this world tyranny. Anyone who believes any of their propaganda and goes along with it is making the biggest mistake of their lives.
0/1/1	14. "I trust the science behind the vaccine and believe it's safe."
1/0	14."I don't trust the government's motives for promoting the COVID vaccine. I think there's something fishy going on behind the scenes."
0/0	15 days to flatten the curve didn't stop the tyranny. Wearing masks didn't stop the tyranny. Lockdowns didn't stop the tyranny. Taking the vaccine didn't stop the tyranny. Compliance isn't helping you.
1/0	15. "I've heard too many negative side effects to consider getting the vaccine."
0/0	150 people are dead. 16 people have gone blind. Tell me why I should take the oxford/AstraZeneca jab again ?
1/0	16 mandatory vaccinations, but #17 was a bridge too far for these clowns. Fuck Trump and the Right for politicizing this vaccine.
0/-1	16. "I think everyone should have the choice to get vaccinated or not."
0/1	16."I trust the COVID vaccine. I think it's the best way to protect ourselves and others from the virus."
1/1	16yo and over can get vaccinated today!
0/0	17% of test subjects had side effects from the vaccine. Not mild vaccine, most stage 3 and some stage 4. Stage 5 is death.
0/0	17,000 doctors and scientists have signed a treaty declaring “the data confirms that the COVID-19 experimental genetic therapy injections must end... They can damage your heart, your brain, your reproductive tissue, and your lungs."
1/0	17. "I'm concerned about the fast development of the vaccine, it feels rushed."
0/1	17."I think the COVID vaccine is safe and effective. I've done my research and I'm confident in its ability to protect me."
0/0	18 months these people worked without one. I support their decision to not get vaccinated!
1/1	18% pop had first vaccine dose. This is massive achievement. My parents both had the vaccine now as have several other family members who are front line or clinically vulnerable. With every one we all do a little cheer.
0/1	18. "I'm confident in the efficacy of the vaccine and would recommend it to others."
0/1	18."I believe the COVID vaccine is crucial for ending the pandemic. I want to do my part in stopping the spread of the virus."
0/0	181 deaths within the first 2 weeks of trial vaccines in the US alone! This was the very beginning. They're keeping the numbers hidden.
1/1	183 Covid+ inpatients. This is difficult and so many are confused and misinformed and it is costing them their lives. We are so sorry. 24 unvaccinated patients have died at Cox in the last 7 days and 73 in January. All would have likely survived with a vaccine.
0/-1	19. "I believe getting vaccinated is a personal decision and should be respected."
0/-1	19."I support the COVID vaccine because it's the only way we'll be able to get back to normal life."
0/0	1983 MARINE corps, STILL WILL NOT TAKE THE SHOT,TOOK 1 I GOT TWO BLOOD CLOTS IN MY LUNGS NEVER ,EVER AGAIN, ANYONE THAT COMPLYS IS NOT RIGHT IN THE HEAD ,DON'T LET THE DOCTOR S TALK YOU INTO IT, LIKE ME ,
0/0	1984 probably
0/0	1:05:00 you forget about regular flu shots. it's not about the vaccine but the virus' ability to mutate fast. that's why don't have shots for the common cold.
0/1	1:41 This is the moment I realized that anti Vax people don't have a particular reason not get vaccinated.
0/0	1:52 "Highly effective..."??? Says EMA executive director. At what? Didn't UK Prime Minister, Boris Johnson say... and I quote... "It won't stop you from getting Covid-19, it won't stop you from spreading Covid-19." So will somebody please explain how it can be seen as "highly effective". It's highly effective at making certain people extremely wealthy, but what else? Take a look at Britain's latest re-hospitalization figures for Covid-19 infection, for people who have been double-vaxxed. The official figures reveal, it's the worst it's ever been and getting worse! So the myth about the reduction of hospitalizations after vaccination has been blown off its pedestal by the blunt facts.
0/0	1million people - 8 people had reaction (I assume more).. Covid cases is 24.7million.. 41,000 deaths (Also assume numbers is lies).. That is a .0062% from 1million people that died from Covid. Yet soon, this Vax will become Mandatory.. lol Pfizer really wants this money.
1/-1	1st dose felt nothing 2nd dose sick and unwell for 1 week. Lets just hope COVID 19 oendemic ends soon
1	1st dose in March, second in April. Have been exposed multiple times to COVID-19 and haven't developed an infection thanks to this. I will be getting the booster. For those writing immediately afterward with aches/pains: it was similar to when you get a Flu shot and passes shortly. I have not experienced any lingering effects and the short term sluggishness is well worth it for the protection I get and dramatically reduce any severe reaction if I were to have a breakthrough infection. I imagine there's a political motive behind many of these negative reviews.
1/1	1st dose vaccine done 💉 #Moderna
0/0	1st of all, these are injection, they are not vaccines! Good luck to all those who rolled the dice and took the experimental juice! Health can ONLY be found in a needle, right?
0/0	1st shoot of Pfizer i was in emergency room with a severe allergic reaction for 6 hours. This was after getting bullied by my employer everyday in a email about doing whats best for my family and my community. Yep the vaccine almost killed me.
1/1	1st shot of covid vaccine yesterday ~ Zero Side Effects !!! Happy!
1/-1	2 Pfizer jabs, and 1 Pfizer booster & felt ok. Had the Moderna Bivalent Spikevax booster yesterday & today I was ok, but it laid me out in a sense! Definitely feeling the immune response. Significant aches & joint pain plus general malaise. Paracetamol used three times.
0/0	2 dose is all i will ever take.
1/-1	2 good things today:
1/-1	2 is rookie numbers. Estimates have 2m by next Monday. We may peak at 6.5. Probably mid March.
1/-1	2 jabs are not enough but you need a booster .
0/0	2 lab mice are talking and one asks the other "Have you got the vaccine yet ? the other one answers "NO are you grazy? they are not done testing it on humans"
0/1	2 more reported today and another in critical condition. How many people have to die before you experts stop miminalizing their deaths and value of their lives.
0/0	2 officers from work took the Vaccine, 2 months later they got Covid 19 and died
0/0/0/0	2 people passed in my family one after 2 dose , 1 after 15 days of first shot, both were healthy prior vaccination
0/-1	2 problems I would like to point out with the numbers being skewed. 1 some people don't report their side affects and 2 there isn't a functional system that logs all these side effects.
1/0	2 shoots her with pfizer in Norway. 0 side effects for me. Got covid and it was a breez
1/1	2 shots and 2 boosters. Recently got COVID after almost 3 years of avoiding it and my partner and I had nothing more than sniffles. Vaccines work and these morons just don’t even care.
0/0	2 shots did not work. Lets try another and another. That sounds like the definition of insanity.
0/0	2 things I don't trust 1)government 2)doctors They both hide very important information
1/1	2 vaccines and 2 Boosters. I have not got covid. My husband is immunocompromised, and he hasn't had covid either. The vaccine works.
0/0	2 weeks after getting boosted, my best friend has had a stroke and he's never had anything but slightly elevated BP. Its on the list.
1/1	2 weeks after my booster I stubbed my toe on the coffee table. First time ever. I'm 66 !!!
0/0	2 years ago covid deaths counts were on every single tv station 7 days a week with the media constantly telling people to get the vaccines. Now after most people got the vaccine people are dropping like flies and not a word from the media.
0/0	2 years of kids not getting sick, 'but we need to make sure the data meets the expectations', and they need 3 shots. Funny!
0/0	2 years of not wearing masks, no vaccines, no nothing and I still haven't got it. According to “experts” I'm VERY lucky so I'm going to buy a lottery ticket tomorrow
0/0	2,794 Covid Vaccine Deaths according to the CDC...
0/0	2-Year-Old Child Dies Suddenly One Day After Receiving Both the COVID Vaccine and Annual Flu Vaccine
1/1	2.5 weeks until my second Pfizer shot! So close!
1/1	2.7 million Canadians didn't get vaccinated resulting in thousands of deaths because of misinformation propagated in part by Pierre Poilievre and The CPC.
0/0	20 % effectivness. What a joke
0/0	20 boosters is the goal. That will produce the largest earnings for moderna and pfizer
0/0	20 people in one office, 17 vaccinated were infected with omicron and the 3 others ( not vaccinated) were negative ... true story, can u explain it please ??
0/0	20 to 30 million body count on these so called vaccines!! It's unforgivable!! I'm a very angry citizen of the US!!
0/0	20 years from now, there will be commercials stating "If you were a guinea pig who received the recommended Covid vaccinations in 2021, you may be entitled to a large court settlement..."
0/0	20 years later: have you or a loved one taken the covide vaccine ? You may be entitled to substancial compensation !!
0/-1	20% of Australians are at risk from #DiedSuddenlyVaccine and rising. For the record 84% of Australians are fully vaccinated. Is it time to address the elephant in the room?
0/0	20-Year-Old Model Suffers ‘Mysterious’ Heart Attack, Has Both Legs Amputated After Covid Jab
1/0	20. "I don't want to risk any potential side effects of the vaccine."
0/1	20."I think the COVID vaccine is the best way to protect the most vulnerable people in our society, like the elderly and people with pre-existing medical conditions."
1/1	200 recorded incidents out of 30 million doses given. More study is for sure needed, but a risk assessment at even a basic level makes itnpretty clear. Taking this vaccine is still less risky than not taking it.
0/0	2005 I GOT MY FIRST EVER FLU SHOT 2005 , AN GUESS WHAT, I GOT THE FLU SICK 2 WEEKS, SO NOW I DON'T FLY ANYMORE WEEKS
1/1	2021 is a year where people are more scared of the vaccine than the actual virus
1/1	2021, and some people would still rather die than follow basic medical advice, because “they don’t trust” doctors. Neanderthal much, isn’t it…?
1/0	21 F, got my second Moderna shot 4/6, sick as a DOG 4/7. Full body chills, exhaustion, migraine, stiffness, arm sore, low grade fever. My skin was so sensitive I couldn’t eat yogurt without it hurting, and I sweat through my shirt
0/0	21 family members attended a family celebration in July. 15 of the 21 got Covid while we were on Vacation. 85% of them that got Covid were vaccinated. And the superspreader was vaccinated.
0/0	21 reasons why I won't get vaccinated (written summer 2021): 1. Already developed natural immunity. 2. Never solved lipid nanoparticle delivery. 3. Japanese Pfizer data shows LNP in organs. 4. Vax makers are immune from liability. 5. Every previous mRNA vax failed.
1/1	21% of care home workers have not been vaccinated. Now that’s just irresponsible.
0/1	21. "I got the vaccine and had no adverse reactions, I feel it was worth it."
0/1	21."I'm getting the COVID vaccine because I care about the health of my loved ones and myself."
1/0	22. "I don't trust big pharmaceutical companies, I won't be getting the vaccine."
0	22."I believe in science and the COVID vaccine is backed by science, so I'm confident in its ability to protect me."
0/0	23 Norwegian elderly died after receiving the covid vaccin
0/0	23 dead in Norway from vaccine. How many in the U.S? Even one dead from vaccine is too many. Vaccine should save life not destroy and I do not see it saving
0/0/0/0	23 died in Norway after taking vaccine
1/1	23 million people already have it in the uk with zero symptoms and are perfectly fine
0/0	23 people who took the vaccine died in Norway.
0/1	23. "I think the vaccine is a crucial step towards returning to normal life."
0/1	23."I trust the medical professionals who are promoting the COVID vaccine. They know what's best for our health."
1/1	24 hours later I’m extremely fatigued and I have slight nausea, fever and chills. Should be better after a few days. 👍🏽
1/1	24 hours out from my second shot of the Moderna vaccine and I’m feeling HOPE for the future!
1/0	24. "I'm worried about the long-term effects of the vaccine and will wait to see more information."
0/1	24."I think the COVID vaccine is our best defense against the virus. I want to help bring an end to this pandemic."
0/0/0/0	246 fully vaccinated residents in Michigan just tested positive. Seems to be working good.
0/-1	25,280 COVID19 deaths were #Vaccinated (84.5%( 4,635 #COVID19 deaths were #Unvaccinated (15.5%) In #England Over the 1 year period from 1/6/21 to 31/5/22 Source: #ONS https://t.co/3HNyGwNMJo
0/1	25. "I believe getting vaccinated is a civic duty and helps protect others."
1/0	25."I'm hesitant to get the COVID vaccine because I don't know enough about it and I want to make an informed decision."
0/0	250 kids under 5 have died from covid in the last two years. This isn't about saving lives, it's about money. Absolutely disgusting.
1/1	26 sites where NYC residents 75 + can walk up & be vaccinated w/no appointment.
1/0	26. "I've seen too many conspiracy theories surrounding the vaccine, I won't be getting it."
1/0	26."I'm not sure if I want to get the COVID vaccine. I need more information and I want to hear from more people who have taken it."
0/1	27. "I think it's important to protect yourself and others, I got the vaccine."
1/0	27."I'm not comfortable getting the COVID vaccine because I don't like the idea of having something injected into my body."
0/0	27/6/21 and still surviving without taking the Covid vaccine. I'm the only one in my family that insisted on not injecting that thang in my body!
0/1	28. "I trust the experts who have said the vaccine is safe, I got my shot."
1/-1	28."I'm not sure if I want to get the COVID vaccine because I don't know how it will affect my body long term."
0/-1	29% of health care workers won’t get the vaccine either. Are they crazy too?
0/1	29. "I believe getting vaccinated is the best way to protect yourself and end the pandemic."
1/0	29."I'm not sure if I want to get the COVID vaccine because I don't trust the pharmaceutical companies behind it."
0/1	2:09 there are â€˜CURRENTLYâ€™ no reasons to be concerned about the vaccination.... I rest my case.
1/1	2million people in UK believe the world is flat... I am ashamed that I do not do more to help these mentally disadvantaged people. I vow that from this day on, I shall help these poor people. Believing the world is flat is funny but not getting vaccinated because of conspiracy theories is dangerous. We need to save these lemmings!
1/1	2nd #moderna shot done!
1/1	2nd Covid Vaccine booked
1/1	2nd dosage achieved!!! Moderna x2 No you still cannot hug me!
1/1/1	2nd dose done! Huge thank to all the NHS vaccine staff and scientists that made this vaccine rollout happen!
1/1	2nd dose in the bod!! Kind of amazed. God bless SCIENCE.
1/1	2nd dose of moderna with no side effects other than my ears keep popping. Which is really weird. Beats the hell out of a respirator, though.
1/1	2nd dose should be from the same vaccine taken earlier, in case of AZ or Covishield vac 2nd dose should be taken after 8 to 12 weeks to achieve better efficacy
1/1	2nd dose to the world! #vaccinated #readytotouchthestreets
1/1/1/1	2nd dose! happy to report ZERO side effects from 1st dose, and nothing yet from 2nd dose!
1/1	2nd shot of the Pfizer vaccine is DONE!!!!!!!!!!!! I can’t believe how ecstatic I feel!!!
0/0	2of my sons friends are awaiting heart transplants, prev healthy cross fit trainers. Another died yesterday 12hrs post jab. 40yr healthy man.3,13,15,17yr olds don’t die from sudden cardiac death,unless jabbed. See it daily. Heinous
1/-1	2st should be teacher
1/1	2x dose of moderna and I am fine, normal muscle pain from the injection, but otherwise I feel good
0/0	2years in and people are starting to die from the jab. It’s gonna get real bad in 2023
0/0	2years later: have you or a loved one taken the covide vaccine ? You may be entitled to substancial compensation !!
1/1	3 (Three, as in 1,2 3) to 700.000+ - Ratio of vaxx deaths to covid deaths in the US.
1/1	3 Moderna, 2 Pfizer here. No shakes. Also 2 Shingrix and a flu shot every year. Nada. These people are ridiculous.
1/1	3 candidates for the vaccine and there al above 90% effective. Thank God
1/-1	3 days after I received first dose of Moderna, I was in bed all day. Tired as hell. Next day was better and one day after that I was down again not as bad but feel very tired with a headache and chills. So be prepared for some symptoms
1/0	3 days post Covid vaccine shot. On day two I felt a little tired. Day 3 I felt like somebody punched me in the arm. Besides that nothing else.
0/-1	3 elderly women given anti-rabies shots instead of Covid vaccine in UP's Shamli - The New Indian Express
0/0	3 lab rats were talking one says to the other "are you going to take the jab?" The other replied " are you crazy the human trials haven't ended yet" lol
1/1	3 managers at my work are going to quit because work is asking people to be vaxxed. They have no job prospects literally throwing away your life because of a conspiracy theory
0/0	3 of my family members just died after taking the vaccine!!! The vaccine is nothing but a bioweapon people!
0/0	3 of the 6 latest deaths in my city (London, Ontario) were boosted, 1 person had 2 doses, two were unvaccinated. With only 42% boosted, and 82% with 2 doses, I think the boosted are a little over represented here in recent deaths.
0/0	3 people I know have been hospitalised after the second and third injection. 1 clot. 1 stroke and 1 heart attack. It’s absolutely devastating!
0/0/0	3 people I know, all fully vaccinated, had anti body tests this week. ALL came back with NO anti bodies present! This vaccine DOES NOT stop you getting or transmitting Covid
1/1	3 reasons to take a vaccine: 1: 2: 3: haha jk jk 1: It helps your body fight off viruses; saying a virus will "naturally" go away is dumb. 2: You are less prone to becoming sick and dying. 3: You will be smart 2:
1/1	3 shots, sinopharm. People all around me tested positive, but i never did
1/1/1/1/1	3 shots, sinopharm. People all around me tested positive, but i never did...
0	3 shots. Still got COVID and spread it. We really need some better vaccines…
1/1	3 weeks after having the jab my long Covid has cleared up, such an improvement, it's fantastic.
0	3 years In and not sick once no vaccine so go figure. don't need one.or two..or three...or just keep getting "boosters" all year round honestly
1/1	3 years after the first #COVID19 cases in our Region, evidence is clear. The best way to avoid severe disease & hospitalization is to: ✅Get vaccinated ✅Practice protective measures even if you were infected with COVID-19 before.
0/0	3) Covid itself is not deadly like polio or measles. If you are healthy why would you need a vax?
1/1	3.4 million vaccinations reported administered to a country of ~340million. The official daily increase in reported administration was 1% of our entire population. Thats pretty incredible.
0/0	30 people already died from the vaccine in barcelona
1/0	30. "I don't think the vaccine has been around long enough to know if it's safe."
1/0	30."I'm not sure if I want to get the COVID vaccine because I don't think it's necessary for me personally."
0/1	31. "I'm grateful for the vaccine and feel lucky to have access to it."
1/0	31."I'm not sure if I want to get the COVID vaccine because I don't like the idea of the government controlling my health."
1/1	32,326,604 people have now received the first dose of a vaccine and 8,170,081 have received a 2nd dose.
1/0	32. "I won't be getting the vaccine because I don't think it's necessary."
1/0	32."I'm not sure if I want to get the COVID vaccine because I don't like the idea of being tracked and monitored."
0/0	33 year old niece has a hives type of rash since vaccinated. My brother has been hospitaled 2x's with heart issues. Diagnosis is early stage heart failure. He said he hadn't felt well since the vaccine. Mother died of sepsis 3 weeks after booster. No reason given for issues
0/1	33. "I think the vaccine is a step in the right direction, but there's still much to learn."
1/0	33."I'm not sure if I want to get the COVID vaccine because I don't like the idea of giving up my privacy."
0/-1	34. "I believe getting vaccinated is a personal choice, but it's important to make informed decisions."
1/1/1/1	35 million doses administered in the U.S. so far. A third of the way to that 100-day goal!
1/0	35. "I'm hesitant to get the vaccine because of the misinformation being spread."
0/0	36 years old, always very athletic and healthy. Myocarditis after 1st shot (next day). Life changed completely. No improvement since November
0/1	36. "I believe getting vaccinated is the responsible thing to do for public health."
0/-1	36k..u guys should just resign..Absolutely disgusting & hopeless..THIS GOVT IS THE WORST THING TO HAPPEN TO THIS COUNTRY.
1/0	37. "I don't think there's enough evidence to prove the vaccine is safe."
0/0	377 deaths in Australia linked to the covid vaccine this year! I think we're up to 5 deaths from the actual virus this year!
0/1	38. "I got the vaccine and would encourage others to do the same."
0/0	39 years old and have never been sick a day in my life, last shot I had was before middle school.
1/0	39. "I don't think the vaccine is the solution to ending the pandemic."
1/-1	3rd COVID vaccine dose
1/1	3rd booster and still alive...
0/0/0	3rd jab in the Autumn folks, Hancock has confirmed. How much toxin does this vile man want us to take?
1/1	3rd shot is no problem….do what I gotta do to stay alive.
0/0	3rd wave is causing of these vaccines... Don't take it
1/1	3x more died of COVID than had an allergic reaction, anti vaxxers don't know what they are talking about
0/0	4 BILLION have been vaccinated worldwide, yet the number of covid cases are close to 4 MILLION. The data does not lie. The vaccines are failures. It's time to change the narrative and listen to other experts in the field.
1/1/1/1	4 hours since I had the COVID vaccine. I’ve had one severe side effect, I’m even sexier than before
0/0	4 medics in hospital in Lithuania died the same day they had the Astra Zeneca jab. It’s not for me!
1/1	4 people died. 1 from a heart attack and 1 other from old age. you can’t just blame that on the vaccine when their was 49.000 people in the test. Some of them were bound to have medical emergencies regardless
0/0	4 people in my family all in their early thirties were vaccinated. One ended up in and out of hospital for several months with severe side effects, another developed lumps and a liver problem and the other two became quite ill with flu like symptoms lasting several weeks
0/0	4 people in my family all in their early thirties were vaccinated. One ended up in and out of hospital for several months with severe side effects, another developed lumps and a liver problem and the other two became quite ill with flu like symptoms lasting several weeks 😡
0/1	4 people in my household. 2 fully vaxxed, 2 under the age to be vaxxed. All positive for covid. The vaccine doesn’t do a whole lot against omicron.
0/1	4 shots and counting plus “boosters”? Within a year!? Nothing to be skeptical about that.
1/1	4 shots and hoping for more … still going strong
0	4. If you get sick or die the doctors and pharmaceutical companies can not be held accountable. You are part of the biggest experiment ever.
0/0	40 yrs no shots of any kind. I’m fine. Probably had a hand full of colds. I kick them off quickly with over the counter meds. Had covid kicked it in three days, wife got covid 10 months later, I did not reinfect. Why? My daughter and family just got the delta covid. All of us together. My wife and I, did not reinfect. Why? I know that my immune system is in full working order. I do not approve of a experimental shot, that could potentially give me one of several things. All of what I do not want or need. TY very much..1.GBS 2. Paralyzed 3. Shakes 4. Wanes in 60 days 5. Death. Pg 65 of Pfizer blind trails. Death.. WHY does our rotten government and media not tell us ALL THE TRUTH?. Why?.. they just keep pushing this vax. Suspicious to any intelligent person.. Fauci should be held accountable.. period
0/0	40% of VACCINATED Covid-19 getters have died…ABC News…a news channel literally sponsored by Pfizer. Do with that information as you will.
0/1	40. "I think getting vaccinated is an important step in protecting yourself and others."
0/0	400 deaths after COVID “vaccine”finally admitted to by the coverup artists at Health Canada. But they deem that number “low” and count on Canadians being stupid/sheepish enough to believe the lie.
1/0	41. "I'm concerned about the potential side effects, I won't be getting the vaccine."
0/0	42 U.S. Code § 300aa–22 No vaccine manufacturer shall be liable in a civil action for damages arising from a vaccine-related injury or death associated with the administration of a vaccine after October 1, 1988, if the injury or death resulted from side effects that were unavoidable even though the vaccine was properly prepared and was accompanied by proper directions and warnings.
0/1	42. "I believe getting vaccinated is the only way to achieve herd immunity."
0/0	43 year old female teacher here, in Spain, died of a brain haemorrhage a few hours after Astrazeneca vax. No comorbities when she got the vax. No comment.
1	43 year old female. I was listening to people who were against vaccine. Did not get vaccine. I got sick and almost died of virus. Was deathly sick for over a month. I got 1st dose November 21 2021.
1/1/1/1	43,500 people tested in 6 countries and no safety concerns have been raised. Damn. This is definitely promising news!
1/0	43. "I don't trust the government when it comes to the vaccine."
1/1	4316 people died yesterday from a virus that has a free vaccine. Get vaccinated. Jesus fucking christ.
0	44. "I believe getting vaccinated is important for protecting vulnerable populations."
0/1	45. "I think the vaccine is the best way to protect yourself and others from COVID-19."
0/0	450 children are murdered by their parents every year in the US. 4,073 children die in car accidents 995 children drown 3,000 children die from fire arms related incidences Childhood cancer is the 3rd leading cause of death in children. Notice measles isnt on this list.
1/0	46. "I won't be getting the vaccine because I don't think it's effective."
0/1	47. "I'm grateful for the vaccine and feel lucky to have the opportunity to protect myself."
1/1	48 hours after vaccination Most of the side effects are gone. Please don't be afraid of these minor effects, vaccine is the most effective way to win against Covid-19.
1/0	48. "I don't think the vaccine is necessary because I believe in natural immunity."
0/1	48y Male here. 1 vacinne and 2 x boosters. Not had Covid. But I also take Vitamin D and K2 everyday and eat healthy food (most of the time). I think the Vitamins have helped more than the Vacinnes.
0/0	49-year-old U.S. #senator who suffered tragic #stroke was fully #vaccinated and #boosted https://t.co/fBB2zlblLK https://t.co/NFnXxMpAF8
0/1	49. "I think getting vaccinated is important for the overall health of our community."
0/-1	4:30 Is he just said "SAVE" AFTER 2 WEEKS of using it.... wow naughty....
0/0	4th vaccine booster destroyed my life nearly 1 month ago. I hate myself for getting it.
0/0	5 deaths of people I know is one to many for me be it that were all elderly,not one of them got covid all have died within a week or two of having the vaccine..I knew no one who died with or of covid ..
0/0	5 of my neighbours age from 52 to 72, died same week after AZ vaccine, two of them died second day after getting shot. Temperature went to 40c they was hospitalized and died in hospital. And there is plenty more
0/0	5 reasons... 1) it is still experimental, 2) adverse reactions, 3) unkown long term effects, 4) no liability protection, 5) pharma criminal histories.
1/1	5 vaccines. No problem. I don’t know anyone who has had a side effect from vaccinations. I think the shaker fakers have a whole lot of nothing going on in their lives.
0/0	5% booster uptake and millions of people that now don’t trust ANY vaccine ( or your judgment). Public health malfeasance and a lasting legacy of shame.
1/-1	50 is no age as we constantly get told when under 60s die, On every part of this the vaccinated are doing far better than the unvaccinated.
0/0	50 years from now, the errors of today will be known.
0/-1	50 years from now: X-men on planet earth
0/0	50 years??? I think your video is full of crap!!! This vaccine for covid just barely came out!! We are just the guinea pigs trying out the new vaccines!!
1/1/1	50% of Americans don’t want to take the vaccine. That’s a problem for 100% of America I fear.
1/-1	50% of what sky says is bollocks.
0/0	500k deaths soon. 8k deaths per diem soon. We don’t really have any matured vaccines yet. All vaccines are prematurely produced except the “china vaccines “. They are not really vaccines but are “revitalized medicine “- which could cure any diseases- but you won’t live for long. Ussually you could be able to be alive around 6months t up to 2 years
0/1	500k deaths soon. 8k deaths per diem soon. We don’t really have any matured vaccines yet. All vaccines are prematurely produced except the “china vaccines “. They are not really vaccines but are “revitalized medicine “- which could cure any diseases- but you won’t live for long. Ussually you could be able to be alive around 6months t up to 2 years.
1/-1	51-year old priest, Don Paolo Romeo, died of Covid. He claimed that Covid vaccines have cells derived from aborted fetuses & did not get vaccinated. His ultra-conservative positions were known and tolerated despite the Catholic Church saying the vaccine is morally legitimate
0/1	51. "I believe getting vaccinated is the only way to reach a sense of normalcy."
1/1	52 people died from Covid in New South Wales in the past 24 hours, 52 people is the total amount to die thus far in Aotearoa. The pandemic is not over as much as anyone wants to say it is. Please get vaccinated because Omicron is going to wash over us & you need protection.
1/0	52. "I won't be getting the vaccine because I don't think it's been around long enough."
0/1	53. "I believe getting vaccinated is the right thing to do for the good of humanity."
0/0	54 live in Florida, no covid vaccine and yet somehow my wife and I are still here. Not sick once through all of this yet we went for dinner weekly, shopping without masks weekly. I guess we are just lucky eh! Maybe we are healthy, stay in shape and eat well.
0/1	54. "I think getting vaccinated is a way to protect yourself and others from the virus."
0/0	55 dead in America 29 dead in Norway 10 dead in Germany ... from covid vaccine so far.
0/0	55 dead in America 29 dead in Norway 10 dead in Germany ... from covid vaccine so far. This guy's full of shi*
0/0	55 people have died from the vaccines that were considered healthy. You will have millions of people doing their research on what is happening to others who have taken it.
1/0	55. "I'm hesitant to get the vaccine because I don't trust the science behind it."
0	56. "I believe getting vaccinated is the best way to protect yourself and others from COVID-19."
1/0	57. "I'm concerned about the potential long-term effects of the vaccine, I won't be getting it."
0/0	579 days I've been unvaccinated haven't had a cold haven't been sick dozens of negative tests people get fully vaccinated they say you're fine you won't get it now the Delta variants comes out people vaccinated a dying left and right the covid vaccine was developed for one purpose and one purpose only to kill billion of people like Bill Gates wants. So call me a conspiracy theorist I'm alive and unvaccinated and that's how I'm staying
1/1	5:49 I feel bad for the people who thought they got the vaccine, but it was a placebo, and then they died wondering why the vaccine might have not saved them. Even though it is sad, It is people like this who help save the world.
0/-1	5G Powered Graphene Based Nano-Tech in the Pfizer Vaccine
0/0	5G is not just the next generation for cell phones. It is much more advanced technology than that. The sinister purpose for 5G is to track and control people who are "vaccinated/chipped".
0/0	5g towers are covid 19. vaccines are the activation key the need
1/1	5th booster on the way!
1/0	5th vaccine, and you’re mocking the anti-vaxxers
1/1	6 blood clots in 6 million vaccines: STOP THE VACCINE!! It’s dangerous. 144 mass shootings in 103 days: Thoughts and prayers lol
